Grupo de descuento;Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;Sexo;Nº Descuentos
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;7
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;7
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;15
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;99
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;11
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;44
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;7
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;6
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;61
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;9
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;17
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;3
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;3
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;64
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;1
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;6
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;139
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;19
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;32
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;16
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;73
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;30
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;3
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;11
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;5
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;11
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;1
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;55
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;13
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;7
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;45
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;31
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;150
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;51
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;18
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;23
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;101
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;4
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;7
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;5
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;2
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;4
FAMILIA NUMEROSA;6;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;4
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;4
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;2
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;3
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;2
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;10
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;21
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;8
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;6
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;56
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;9
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;89
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;5
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;7
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;14
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;175
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;14
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;12
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;20
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;98
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;12
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;112
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;13
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;117
FAMILIA NUMEROSA;6;La Almudena;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;2
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;2
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;4
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;5
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;3
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;1
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;5
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;10
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;11
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;37
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;11
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;85
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;13
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;26
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;23
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;21
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;45
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;4
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;1
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;46
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;45
FAMILIA NUMEROSA;6;Pueblo Nuevo;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;5
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;7
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;7
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;3
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;1
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;HOMBRE;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;1
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;4
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;1
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;3
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;4
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MUJER;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;6
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;5
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;7
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;12
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;76
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;17
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;17
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;8
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;9
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;149
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;6
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;18
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;17
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;6
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;3
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;250
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;254
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;11
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;4
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;121
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;94
FAMILIA NUMEROSA;6;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;10
FAMILIA NUMEROSA;6;Cubo Gym Las Tablas;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;20
FAMILIA NUMEROSA;6;Cubo Gym Las Tablas;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;7
FAMILIA NUMEROSA;6;Cubo Gym Las Tablas;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;12
FAMILIA NUMEROSA;6;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;HOMBRE;2
